Unique ID,Guardian_First,Guardian_last,Email,street,city,state,zip,Scholar_First,Scholar_Last,Scholar_Grade,Scholar 1 Enrollment Status
9112944311,David,Harrison,d.harrison@randatmail.com,622 N POPLAR ST ,DENVER,CO,80220,Spike,Morris,2nd,Interested
6885232121,John,Ross,j.ross@randatmail.com,847 W MAPLE ST ,DENVER,CO,80220,Michael,Spencer,2nd,Interested
1526498341,Albert,Harper,a.harper@randatmail.com,1103 W WALNUT ST UNIT APT.2,DENVER,CO,80220,Lucy,Perkins,2nd,Interested
9234359121,Luke,Perkins,l.perkins@randatmail.com,325 N LUMBER ST APT 1,DENVER,CO,80220,Michelle,Stevens,2nd,Interested
3464643741,Roland,Payne,r.payne@randatmail.com,1966 S DELAWARE ST ,DENVER,CO,80220,Justin,Hawkins,2nd,Interested
1662021101,Daisy,Hunt,d.hunt@randatmail.com,696 CEDAR HILL DR ,DENVER,CO,80220,Harold,Dixon,1st,Interested
8491286141,Fenton,Montgomery,f.montgomery@randatmail.com,867 N KIOWA ST ,DENVER,CO,80220,Patrick,Morrison,1st,Interested
9768406351,Adam,Morgan,a.morgan@randatmail.com,610 S FAWN ST APT B,DENVER,CO,80220,Briony,Morgan,1st,Interested
9639795101,Savana,Owens,s.owens@randatmail.com,1302 E TREMONT ST APT 16,DENVER,CO,80220,Owen,Casey,1st,Interested
6799380481,Julian,Ferguson,j.ferguson@randatmail.com,2013 W BROAD ST ,DENVER,CO,80220,Kellan,Hawkins,Kindergarten,Interested
7103917771,Rebecca,Riley,r.riley@randatmail.com,2036 E HIGHLAND ST ,DENVER,CO,80217,Honey,Watson,Kindergarten,Interested
6021242051,Maria,Robinson,m.robinson@randatmail.com,534 W GREEN ST ,DENVER,CO,80217,Lucy,Turner,Kindergarten,Interested
7823456709,Hamilton,Holmes,a.barrett@randatmail.com,271 E FAIRVIEW ST ,DENVER,CO,20158,Clarity,Holmes,PreK 3,Interested
5334659802,Gomer,Bay-Ran,jdoe@gmail.com,271 E FAIRVIEW ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
1824537009,Laguna,Niguel,r.riley@randatmail.com,1307 E MARKS ST APT 101,DENVER,CO,20158,Dana,Ray,2nd,Interested
4028059999,Fauna,Coral,r.riley@randatmail.com,923 E SYCAMORE ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
1602339115,Opal,Draper,r.riley@randatmail.com,936 W TIOGA ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
8325674800,Ophelia,Mann,r.riley@randatmail.com,731 44563 N 12TH ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
1326709543,Claire,Dwyer,r.riley@randatmail.com,615 RANDOLPH ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
8769543040,Sally,Trojan,jdoe@gmail.com,938 N 19TH ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
8888888888,Jan,Bougie,jdoe@gmail.com,912 E WALNUT ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
1234567894,Stanley,Hudson,jdoe@gmail.com,725 CHESTNUT ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
2813308004,Mike,Jones,jdoe@gmail.com,1414 E CEDAR ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
7803304560,Humble,Stay,r.murray@randatmail.com,21 W LIBERTY ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
5684706655,Thatchery,Binks,r.murray@randatmail.com,2249 BARRINGTON RD ,DENVER,CO,20158,Dana,Ray,2nd,Interested
803-999-8023,Tony,Danza,r.murray@randatmail.com,721 WHITEHALL ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
8888888888,Jan,Bougie,r.murray@randatmail.com,615 N RANDOLPH ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
2813308004,Mike,Jones,r.murray@randatmail.com,117 N CARLISLE ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
7803304560,Humble,Stay,jdoe@gmail.com,309 W MONTGOMERY ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
803-999-8023,Tony,Danza,jdoe@gmail.com,1132 SPRING GARDEN ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
(992)6642388,Chad,Murray,jdoe@gmail.com,1820 W GREENLEAF ST ,DENVER,CO,20158,Dana,Ray,Kindergarten,Interested
3039999990,Maria,garcia,m.reed@randatmail.com,895 WALNUT ST APT C1,DENVER,CO,20158,Dana,Ray,2nd,Interested
88899910001,Robert,California,m.reed@randatmail.com,35 S 10TH ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
88899910001,Harry,Houseman,m.reed@randatmail.com,1515 S ALBERT ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
2098045764,Paula,Clearwater,m.reed@randatmail.com,1515 S ALBERT ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
2086013689,Fred,Whitman,pclear@gmail.com,1515 S ALBERT ST ,DENVER,CO,20158,Dana,Ray,2nd,Interested
5667223489,Winifred,Fleming,Lucas.Cisneros@gmail.com,718 LEHIGH ST ,DENVER,CO,20158,Winifred,Fleming,2nd,Interested
8496701891,Frederick,Owens,f.owens@randatmail.com,1109 44563 LIBERTY ST APT B,DENVER,CO,80202,Olivia,Reed,Kindergarten,Newly Enrolled
1068772241,Cherry,Brown,c.brown@randatmail.com,521 N 5 TH ST ,ALLENTOWN DENVER,CO,80202,Luke,Johnston,Kindergarten,Newly Enrolled
2203816131,Lucy,Evans,l.evans@randatmail.com,1211 BROAD ST APT 4,DENVER,CO,80202,Nicholas,Ellis,Kindergarten,Newly Enrolled
4345366961,Shea,Romero,scotfl@comcast.net,2617 ARCH ST SW ,DENVER,CO,80202,Margaret,Kevin,Kindergarten,Newly Enrolled
4338831572,Rebecca,Yu,kawasaki@verizon.net,1318 S 9TH ST UNIT APT1,DENVER,CO,80210,Abraham,Bender,1st,Newly Enrolled
7719972645,Mylie,Holt,ranasta@me.com,1318 S 9TH ST UNIT APT1,DENVER,CO,80212,Gavin,Gibbs,Kindergarten,Newly Enrolled
9032147701,Maximilian,Adams,m.adams@randatmail.com,1052 E CHEW ST ,DENVER,CO,80212,Edgar,Johnston,2nd,Newly Enrolled
6866805151,Kellan,Reed,k.reed@randatmail.com,1052 E CHEW ST ,DENVER,CO,80212,Garry,Wells,Kindergarten,Newly Enrolled
8257307951,Vivian,Ferguson,v.ferguson@randatmail.com,3114 EAST BLVD APT A,DENVER,CO,80212,Elian,Anderson,Kindergarten,Newly Enrolled
9588017581,David,Higgins,d.higgins@randatmail.com,148 CHESTNUT ST ,DENVER,CO,80212,Edith,Thomas,Kindergarten,Newly Enrolled
2724413601,Melanie,Bailey,m.bailey@randatmail.com,715 N 7TH ST ,DENVER,CO,80212,Gianna,Casey,2nd,Newly Enrolled
9230815701,Amelia,Casey,a.casey@randatmail.com,1577 OLYMPIC CIR APT 8,DENVER,CO,80212,Olivia,Cameron,2nd,Newly Enrolled
9375376911,Edwin,Miller,e.miller@randatmail.com,109 CHESTNUT ST ,DENVER,CO,80212,Robert,Richardson,2nd,Newly Enrolled
7395669581,Adison,Adams,a.adams@randatmail.com,916 W WYOMING ST ,DENVER,CO,80212,Vanessa,Dixon,2nd,Newly Enrolled
9063503721,Lilianna,Cole,l.cole@randatmail.com,404 N 7TH ST UNIT 1,DENVER,CO,80212,Miley,Roberts,2nd,Newly Enrolled
8385010671,Sarah,Davis,s.davis@randatmail.com,2011 44563 W WASHINGTON ST ,DENVER,CO,80212,Eddy,Mason,2nd,Newly Enrolled
2759274498,Yazmin,Oneal,kourai@verizon.net,826 N 5TH ST ,DENVER,CO,80211,Julio,Reilly,Kindergarten,Newly Enrolled
4935208537,Leyla,Middleton,gtewari@yahoo.com,606 N 10TH ST ,DENVER,CO,80220,Jonathon,Perez,Kindergarten,Newly Enrolled
1111111111,Harmony,Forbes,Harmony.Forbes@gmail.com,912 E WALNUT ST ,DENVER,CO,80220,Sherlyn,Hale,1st,Newly Enrolled
2222222222,Keith,Olsen,Keith.Olsen@gmail.com,1731 S IDAHO ST UNIT APT.2,DENVER,CO,80220,Tara,Andrade,Kindergarten,Newly Enrolled
3035555555,Albert,Einstein,,233 W TILGHMAN ST ,DENVER,CO,80220,Baby,Einstein,1st,Newly Enrolled
9884711711,Darcy,Wright,d.wright@randatmail.com,233 W TILGHMAN ST ,DENVER,CO,80220,Brooke,Douglas,Kindergarten,Newly Enrolled
8847073951,Jenna,Barnes,j.barnes@randatmail.com,1619 W SOUTH ST APT 1,DENVER,CO,80220,Julian,Miller,Kindergarten,Newly Enrolled
2844154592,Laney,Garner,nogin@msn.com,140S 14TH ST ,DENVER,CO,80209,Joel,Chaney,PreK 3,Newly Enrolled
6545292381,Alanna,Bolton,bigmauler@att.net,1140D GARFIELD ST ,DENVER,CO,80217,Clay,Nielsen,Kindergarten,Newly Enrolled
8888888888,Yareli,Guzman,Yareli.Guzman@gmail.com,245N 4TH ST APT 3,DENVER,CO,80217,Halle,Hudson,Kindergarten,Newly Enrolled
1211211212,Carina,Cole,Carina.Cole@gmail.com,1309 SAINT JOHN ST ,DENVER,CO,80217,Danna,Ward,Kindergarten,Newly Enrolled
2122122211,Gage,French,Gage.French@gmail.com,384 HICKORY LN ,DENVER,CO,80217,Jada,Griffin,Kindergarten,Newly Enrolled
2322322233,Lucas,Cisneros,Lucas.Cisneros@gmail.com,634 W WASHINGTON ST ,DENVER,CO,80217,Carlo,Shelton,Kindergarten,Newly Enrolled
8945585021,Alberta,Cameron,a.cameron@randatmail.com,933 E SYCAMORE ST ,DENVER,CO,80217,Alfred,Hamilton,,Newly Enrolled
2331940451,Isabella,Craig,i.craig@randatmail.com,710 KAROLY ST ,DENVER,CO,80217,James,Martin,PreK 3,Newly Enrolled
9044504221,Kirsten,Moore,k.moore@randatmail.com,849 E UNION ST ,DENVER,CO,80217,Leonardo,West,1st,Newly Enrolled
3601270671,Alen,Barrett,a.barrett@randatmail.com,327 S FULTON ST ,DENVER,CO,80217,Alford,Murphy,Kindergarten,Newly Enrolled
9344995231,Rubie,Foster,r.foster@randatmail.com,1320 HAMILTON ST # 2,DENVER,CO,80217,Honey,Douglas,Kindergarten,Newly Enrolled
7787678900,Jean-George,Gaurault,jgg@gmail.com,2608 SW ARCH ST ,DENVER,CO,20158,Jack,Gaurault,Kindergarten,Newly Enrolled
5309280001,Jean-George,Gaurault,jdoe@gmail.com,917 44563 EAST SYCAMORE ST ,DENVER,CO,20158,Jack,Gaurault,1st,Newly Enrolled
7803456792,Krista,March,jdoe@gmail.com,2608 SW ARCH ,DENVER,CO,20158,Klara,March,2nd,Newly Enrolled
3082145690,Brett,Lancaster,a.barrett@randatmail.com,820 N 10TH ST ,DENVER,CO,20158,Samson,Lancaster,Kindergarten,Newly Enrolled
7856721333,Calli,Ray,jdoe@gmail.com,271 E FAIRVIEW ST ,DENVER,CO,20158,Dana,Ray,PreK 3,Newly Enrolled
9662667261,Aiden,Robinson,a.robinson@randatmail.com,827 S 10TH ST ,DENVER,CO,80219,Oscar,Johnson,1st,Not Interested
4444444444,Jocelyn,Delgado,Jocelyn.Delgado@gmail.com,236 E SOUTH ST ,DENVER,CO,80219,Kaylin,Charles,1st,Pending Enrollment
4847706406,Allie,Bird,murty@live.com,2216 TILGHMAN ST ,DENVER,CO,80212,Raegan,Amari,Kindergarten,Pending Enrollment
7465535804,Taniyah,Ball,bmcmahon@optonline.net,1217A E MARKS ST APT 209,DENVER,CO,80014,Madisyn,Immanuel,Kindergarten,Pending Enrollment
9095059178,Kristin,Mercado,roamer@icloud.com,1217A E MARKS ST APT 209,DENVER,CO,80123,Belen,Keon,PreK 3,Pending Enrollment
8476474239,Sanaa,Kim,sopwith@yahoo.ca,1217A E MARKS ST APT 209,DENVER,CO,80203,Julissa,Sullivan,1st,Pending Enrollment
9292922299,Bryan,Delacruz,Bryan.Delacruz@gmail.com,221 W TILGHMAN ST ,DENVER,CO,80220,Ayaan,Garza,2nd,Pending Enrollment
1011011100,Franklin,Dixon,Franklin.Dixon@gmail.com,538WEST CEDAR ST ,DENVER,CO,80220,Clara,Chen,2nd,Pending Enrollment
6568339821,Chloe,Jones,c.jones@randatmail.com,1215A E MARKS ST APT 202,DENVER,CO,80220,Alen,Moore,2nd,Pending Enrollment
7098236581,Gianna,Smith,g.smith@randatmail.com,849 E UNION ST ,DENVER,CO,80217,Preston,Nelson,1st,Pending Enrollment
8764325678,Pam,Stone,,327 S FULTON ST ,DENVER,CO,80217,Daniel,Stone,1st,Pending Enrollment
8940224291,Victoria,Lloyd,v.lloyd@randatmail.com,235 S 13TH ST ,DENVER,CO,80212,April,Morgan,1st,School Tour Scheduled
3333333333,Haley,Fleming,Haley.Fleming@gmail.com,2317 S 4TH ST ,DENVER,CO,80217,Konnor,Conley,Kindergarten,School Tour Scheduled
6176368701,Aston,Henderson,a.henderson@randatmail.com,614 44563 N 8TH ST ,DENVER,CO,80217,Arnold,Rogers,2nd,School Tour Scheduled
1426389041,Thomas,Scott,t.scott@randatmail.com,527 CHEW ST ,DENVER,CO,80220,Darcy,Clark,1st,Waitlist
5555555555,Gavin,Blevins,Gavin.Blevins@gmail.com,245 N 4TH ST UNIT 3,DENVER,CO,80217,Philip,Cortez,Kindergarten,Waitlist
5239073231,Bethany,Moon,wagnerch@mac.com,2856 RHONDA LN ,DENVER,CO,80208,Kaiden,Mayer,2nd,Welcome Call Complete
1014068131,Stella,Myers,s.myers@randatmail.com,827 S 10TH ST ,DENVER,CO,80219,Marcus,Spencer,1st,Welcome Call Complete
9546297375,Rowan,Jefferson,druschel@outlook.com,618 N NEW ST ,DENVER,CO,80202,Alana,Porter,1st,Welcome Call Complete
9009009000,Amy,Smith,aj.smith@gmail.com,111 E EMERSON ST ,COMMERCE CITY,CO,80603,Alex,Jones,Third,Currently Enrolled
9009009001,Malik,Mays,malik.mays@gmail.com,493 FIRST ST UNIT A,BRIGHTON,CO,80601,Tonya,Mays,4,Currently Enrolled
